task_code,username,is_correct,time_spent,hints_used,attempt_number,created_at
migr_01_2006,petr_zaletniy,TRUE,298,0,1,2025-07-22T11:14:00
migr_01_2007,petr_zaletniy,FALSE,310,0,1,2025-07-22T13:28:00
migr_01_2007,petr_zaletniy,TRUE,326,0,2,2025-07-22T13:30:00
migr_01_2008,petr_zaletniy,FALSE,317,0,1,2025-07-22T15:47:00
migr_01_2009,petr_zaletniy,TRUE,302,0,1,2025-07-23T10:19:00
migr_01_2010,petr_zaletniy,FALSE,313,0,1,2025-07-23T12:41:00
migr_01_2010,petr_zaletniy,FALSE,322,1,2,2025-07-23T12:43:00
migr_01_2010,petr_zaletniy,FALSE,331,0,3,2025-07-23T12:45:00
migr_01_2011,petr_zaletniy,TRUE,295,0,1,2025-07-23T14:52:00
migr_01_2012,petr_zaletniy,FALSE,319,0,1,2025-07-23T16:33:00
migr_01_2013,petr_zaletniy,FALSE,316,0,1,2025-07-24T11:26:00
migr_01_2013,petr_zaletniy,FALSE,325,1,2,2025-07-24T11:28:00
migr_01_2014,petr_zaletniy,FALSE,320,0,1,2025-07-24T13:15:00
migr_01_2015,petr_zaletniy,FALSE,314,0,1,2025-07-24T15:38:00
migr_01_2015,petr_zaletniy,FALSE,323,0,2,2025-07-24T15:40:00
migr_01_2016,petr_zaletniy,TRUE,307,0,1,2025-07-25T09:44:00
migr_01_2017,petr_zaletniy,FALSE,324,0,1,2025-07-25T11:20:00
migr_01_2018,petr_zaletniy,FALSE,318,0,1,2025-07-25T13:45:00
migr_01_2019,petr_zaletniy,FALSE,330,0,1,2025-07-25T15:30:00
migr_01_2020,petr_zaletniy,FALSE,315,0,1,2025-07-25T16:45:00
migr_01_1001,petr_zaletniy,TRUE,295,0,1,2025-07-28T10:22:00
migr_01_1002,petr_zaletniy,FALSE,310,0,1,2025-07-28T12:18:00
migr_01_1002,petr_zaletniy,TRUE,322,1,2,2025-07-28T12:20:00
migr_01_1003,petr_zaletniy,TRUE,289,0,1,2025-07-28T14:56:00
migr_01_1004,petr_zaletniy,FALSE,315,0,1,2025-07-29T11:33:00
migr_01_1004,petr_zaletniy,TRUE,325,0,2,2025-07-29T11:35:00
migr_01_1005,petr_zaletniy,TRUE,292,0,1,2025-07-29T13:47:00
migr_01_1006,petr_zaletniy,TRUE,298,0,1,2025-07-29T15:25:00
migr_01_1007,petr_zaletniy,FALSE,311,0,1,2025-07-30T09:41:00
migr_01_1007,petr_zaletniy,TRUE,318,1,2,2025-07-30T09:43:00
migr_01_1008,petr_zaletniy,TRUE,286,0,1,2025-07-30T12:14:00
migr_01_1009,petr_zaletniy,TRUE,294,0,1,2025-07-30T14:38:00
migr_01_1010,petr_zaletniy,FALSE,308,0,1,2025-07-31T10:52:00
migr_01_1010,petr_zaletniy,TRUE,321,0,2,2025-07-31T10:54:00
migr_01_1011,petr_zaletniy,TRUE,290,0,1,2025-07-31T13:26:00
migr_01_1012,petr_zaletniy,TRUE,297,0,1,2025-07-31T15:41:00
migr_01_1013,petr_zaletniy,TRUE,293,0,1,2025-08-01T11:17:00
migr_01_1014,petr_zaletniy,FALSE,305,0,1,2025-08-01T13:25:00
migr_01_1014,petr_zaletniy,TRUE,318,1,2,2025-08-01T13:27:00
migr_01_1015,petr_zaletniy,TRUE,301,0,1,2025-08-01T15:10:00
migr_01_1016,petr_zaletniy,TRUE,295,0,1,2025-08-02T10:35:00
migr_01_1017,petr_zaletniy,TRUE,288,0,1,2025-08-02T12:40:00
migr_01_1018,petr_zaletniy,TRUE,302,0,1,2025-08-02T14:20:00
